,rel,head,tail,misc,misc2,score_grammar_1,score_no_grammar_1,score_grammar_2,score_no_grammar_2,score_grammar_3,score_no_grammar_3,score_grammar_4,score_no_grammar_4,score_grammar_5,score_no_grammar_5,score_grammar_6,score_no_grammar_6,score_grammar_7,score_no_grammar_7,score_grammar_8,score_no_grammar_8,score_grammar_9,score_no_grammar_9,score_grammar_10,score_no_grammar_10,top_100,rank_grammar_1,rank_no_grammar_1,rank_grammar_2,rank_no_grammar_2,rank_grammar_3,rank_no_grammar_3,rank_grammar_4,rank_no_grammar_4,rank_grammar_5,rank_no_grammar_5,rank_grammar_6,rank_no_grammar_6,rank_grammar_7,rank_no_grammar_7,rank_grammar_8,rank_no_grammar_8,rank_grammar_9,rank_no_grammar_9,rank_grammar_10,rank_no_grammar_10,Josh-Rating,Joe-Rating,Avg-Rating
2586,HasProperty,architecture,civil engineering,14,0.0453550159614,7.161015033721924,3.2436676025390625,-0.1634063720703125,-6.605783462524414,-7.487827777862549,-16.45523452758789,-14.812249183654785,-26.304685592651367,-22.13667058944702,-36.154136657714844,-29.461091995239258,-46.00358772277832,-36.785513401031494,-55.8530387878418,-44.10993480682373,-65.70248985290527,-51.43435621261597,-75.55194091796875,-58.7587776184082,-85.40139198303223,True,63.0,706.0,91.0,354.0,130.0,317.0,153.0,314.0,181.0,312.0,198.0,323.0,212.0,324.0,219.0,323.0,226.0,317.0,228.0,316.0,,,
2587,HasProperty,administrative structure,government,9,0.0450683338583,5.334295034408569,3.178689479827881,-0.19214296340942383,-7.692221164703369,-5.718580961227417,-18.56313180923462,-11.24501895904541,-29.43404245376587,-16.771456956863403,-40.30495309829712,-22.297894954681396,-51.17586374282837,-27.82433295249939,-62.04677438735962,-33.35077095031738,-72.91768503189087,-38.877208948135376,-83.78859567642212,-44.40364694595337,-94.65950632095337,True,185.0,731.0,94.0,499.0,77.0,481.0,74.0,480.0,80.0,488.0,76.0,491.0,72.0,496.0,75.0,500.0,75.0,505.0,76.0,507.0,,,
2590,HasProperty,baroreceptor firing,stimulation,8,0.0412580594966,5.748811244964596,13.24247121810913,-21.500303268432624,-6.514889240264893,-48.74941778182985,-26.272249698638916,-75.99853229522706,-46.02961015701294,-103.2476468086243,-65.78697061538696,-130.4967613220215,-85.54433107376099,-157.74587583541873,-105.30169153213501,-184.99499034881595,-125.05905199050903,-212.24410486221316,-144.81641244888306,-239.4932193756104,-164.57377290725708,True,148.0,2.0,2921.0,341.0,2969.0,1438.0,2972.0,2062.0,2976.0,2338.0,2979.0,2475.0,2982.0,2565.0,2983.0,2619.0,2983.0,2650.0,2983.0,2688.0,1.0,4.0,2.5
2604,HasProperty,district,metropolitan area,25,0.0249817126099,4.46738338470459,4.323316812515259,-0.8107619285583496,-5.22949743270874,-6.088907241821289,-14.78231167793274,-11.367052555084229,-24.33512592315674,-16.645197868347168,-33.88794016838074,-21.923343181610107,-43.440754413604736,-27.201488494873047,-52.993568658828735,-32.479633808135986,-62.546382904052734,-37.757779121398926,-72.09919714927673,-43.035924434661865,-81.65201139450073,True,299.0,441.0,121.0,242.0,88.0,223.0,77.0,224.0,76.0,236.0,69.0,231.0,66.0,238.0,64.0,234.0,64.0,239.0,64.0,248.0,,,
2607,HasProperty,message passing,communication,10,0.0242858608117,7.534022808074951,3.4388122558593768,1.463475227355957,-8.279971599578856,-4.607072353363037,-19.99875545501709,-10.677619934082031,-31.717539310455322,-16.748167514801025,-43.436323165893555,-22.81871509552002,-55.15510702133179,-28.889262676239014,-66.87389087677002,-34.95981025695801,-78.59267473220825,-41.030357837677,-90.31145858764648,-47.100905418395996,-102.03024244308472,True,47.0,646.0,43.0,574.0,60.0,634.0,69.0,657.0,78.0,667.0,86.0,687.0,90.0,694.0,92.0,702.0,94.0,703.0,99.0,709.0,4.0,4.0,4.0
2624,HasProperty,the program,current,32,0.0157045119441,-0.12457799911499023,2.6286747455596924,-9.8720121383667,-4.2570576667785645,-19.619446277618408,-11.142790079116821,-29.366880416870117,-18.028522491455078,-39.114314556121826,-24.914254903793335,-48.861748695373535,-31.799987316131592,-58.609182834625244,-38.68571972846985,-68.35661697387695,-45.571452140808105,-78.10405111312866,-52.45718455314636,-87.85148525238037,-59.34291696548462,True,2024.0,935.0,1343.0,179.0,1185.0,87.0,1123.0,55.0,1077.0,46.0,1051.0,40.0,1033.0,40.0,1015.0,39.0,1011.0,40.0,1005.0,39.0,,,
2648,HasProperty,the construction,rapid,20,0.00647022300369,-0.6810789108276367,0.02584671974182129,-10.10972261428833,-7.760285377502441,-19.538366317749023,-15.546417474746704,-28.967010021209717,-23.332549571990967,-38.39565372467041,-31.11868166923523,-47.8242974281311,-38.90481376647949,-57.2529411315918,-46.690945863723755,-66.68158483505249,-54.47707796096802,-76.11022853851318,-62.26321005821228,-85.53887224197388,-70.04934215545654,True,2304.0,2050.0,1399.0,511.0,1179.0,260.0,1079.0,185.0,1020.0,153.0,985.0,135.0,966.0,117.0,948.0,109.0,937.0,99.0,931.0,99.0,,,
2651,HasProperty,city,present name,22,0.00557851418318,0.7676901817321777,6.639913082122803,-10.53576374053955,-2.737741470336914,-21.83921766281128,-12.11539602279663,-33.14267158508301,-21.493050575256348,-44.446125507354736,-30.870705127716064,-55.749579429626465,-40.24835968017578,-67.0530333518982,-49.6260142326355,-78.35648727416992,-59.003668785095215,-89.65994119644165,-68.38132333755493,-100.96339511871338,-77.75897789001465,True,1568.0,121.0,1495.0,94.0,1499.0,121.0,1506.0,132.0,1503.0,147.0,1514.0,156.0,1518.0,170.0,1516.0,177.0,1515.0,182.0,1515.0,189.0,,,
2670,HasProperty,control tower,terminal,19,0.00273619684285,5.3757359981536865,5.421873331069948,0.6377682685852051,-3.379379749298094,-4.100199460983276,-12.180632829666136,-8.838167190551758,-20.98188591003418,-13.57613492012024,-29.78313899040222,-18.31410264968872,-38.584392070770264,-23.052070379257202,-47.385645151138306,-27.790038108825684,-56.18689823150635,-32.528005838394165,-64.98815131187439,-37.26597356796265,-73.78940439224243,True,180.0,257.0,66.0,125.0,49.0,122.0,46.0,120.0,44.0,126.0,45.0,128.0,43.0,133.0,42.0,134.0,42.0,137.0,42.0,139.0,,,
2682,HasProperty,hip hop,rhythm,11,0.00133832824704,5.663152694702148,3.0008697509765625,0.015614509582519531,-7.117867469787598,-5.631923675537109,-17.236604690551758,-11.279461860656738,-27.355341911315918,-16.927000045776367,-37.47407913208008,-22.574538230895996,-47.59281635284424,-28.222076416015625,-57.7115535736084,-33.869614601135254,-67.83029079437256,-39.51715278625488,-77.94902801513672,-45.16469097137451,-88.06776523590088,True,153.0,799.0,82.0,416.0,76.0,375.0,75.0,368.0,83.0,365.0,82.0,362.0,79.0,362.0,78.0,362.0,79.0,364.0,80.0,362.0,4.0,4.0,4.0
2701,Causes,disease,mental illness,7,0.724481569575,1.4806711673736572,-0.8577051162719727,-4.276219129562378,-7.95948600769043,-10.033109426498413,-15.061266899108887,-15.789999723434448,-22.163047790527344,-21.546890020370483,-29.2648286819458,-27.30378031730652,-36.36660957336426,-33.060670614242554,-43.468390464782715,-38.81756091117859,-50.57017135620117,-44.574451208114624,-57.67195224761963,-50.33134150505066,-64.77373313903809,True,1187.0,2378.0,368.0,541.0,240.0,237.0,195.0,145.0,163.0,118.0,150.0,91.0,138.0,84.0,131.0,69.0,120.0,67.0,119.0,61.0,3.0,3.0,3.0
2745,Causes,thirteenth,fourteenth century,10,0.077769646459,7.050215244293213,5.6771721839904785,-1.0908336639404297,-6.400554656982422,-9.231882572174072,-18.478281497955322,-17.372931480407715,-30.556008338928223,-25.513980388641357,-42.63373517990112,-33.655029296875,-54.71146202087402,-41.79607820510864,-66.78918886184692,-49.937127113342285,-78.86691570281982,-58.07817602157593,-90.94464254379272,-66.21922492980957,-103.02236938476562,True,68.0,229.0,132.0,324.0,205.0,471.0,250.0,566.0,274.0,624.0,301.0,657.0,313.0,686.0,319.0,711.0,327.0,727.0,337.0,735.0,,,
2749,Causes,simd,single instruction,9,0.0648122358777,8.606221199035645,6.668715000152588,-3.071138381958008,-6.900196075439453,-14.74849796295166,-20.469107151031494,-26.425857543945312,-34.038018226623535,-38.103217124938965,-47.606929302215576,-49.78057670593262,-61.17584037780762,-61.45793628692627,-74.74475145339966,-73.13529586791992,-88.3136625289917,-84.81265544891357,-101.88257360458374,-96.49001502990723,-115.45148468017578,True,20.0,115.0,261.0,391.0,571.0,675.0,832.0,834.0,1001.0,949.0,1113.0,998.0,1206.0,1061.0,1268.0,1100.0,1305.0,1133.0,1340.0,1153.0,1.0,0.0,0.5
2753,Causes,insulin resistance,metabolic syndrome,10,0.0591204574705,5.556893825531006,5.330893039703369,-1.530409812927246,-1.5153756141662598,-8.617713451385498,-8.361644268035889,-15.70501708984375,-15.207912921905518,-22.792320728302002,-22.054181575775146,-29.879624366760254,-28.900450229644775,-36.966928005218506,-35.746718883514404,-44.05423164367676,-42.59298753738403,-51.14153528213501,-49.43925619125366,-58.22883892059326,-56.28552484512329,True,161.0,267.0,161.0,49.0,170.0,31.0,190.0,30.0,197.0,28.0,209.0,29.0,213.0,28.0,217.0,27.0,222.0,26.0,225.0,26.0,4.0,4.0,4.0
2766,Causes,political power,war,8,0.0350237210907,4.1421594619750985,3.7766196727752686,-2.343260765075682,-3.6879689693450928,-8.828680992126461,-11.152557611465454,-15.314101219177243,-18.617146253585815,-21.79952144622802,-26.081734895706177,-28.2849416732788,-33.54632353782654,-34.77036190032958,-41.0109121799469,-41.255782127380364,-48.47550082206726,-47.741202354431145,-55.94008946418762,-54.22662258148192,-63.40467810630798,True,351.0,559.0,210.0,140.0,185.0,88.0,177.0,73.0,175.0,62.0,169.0,61.0,171.0,59.0,168.0,59.0,168.0,58.0,165.0,57.0,3.0,4.0,3.5
2773,Causes,policy,economic crisis,7,0.0297950212682,3.905459403991699,3.2240073680877686,-0.2724177837371826,-5.128208160400391,-4.4502949714660645,-13.48042368888855,-8.628172159194946,-21.83263921737671,-12.806049346923828,-30.184854745864868,-16.98392653465271,-38.53707027435303,-21.161803722381592,-46.88928580284119,-25.339680910110474,-55.241501331329346,-29.517558097839355,-63.593716859817505,-33.69543528556824,-71.94593238830566,True,398.0,716.0,98.0,234.0,55.0,159.0,41.0,138.0,41.0,131.0,37.0,125.0,34.0,124.0,33.0,123.0,31.0,120.0,31.0,118.0,4.0,3.0,3.5
2777,Causes,great-uncle,first cousin,7,0.0262620391943,1.5779190063476562,9.467724323272705,-11.472535133361816,0.06096076965332031,-24.52298927307129,-9.345802783966064,-37.57344341278076,-18.75256633758545,-50.623897552490234,-28.159329891204834,-63.67435169219971,-37.56609344482422,-76.72480583190918,-46.9728569984436,-89.77525997161865,-56.37962055206299,-102.82571411132812,-65.78638410568237,-115.8761682510376,-75.19314765930176,True,1148.0,20.0,1736.0,25.0,1904.0,41.0,1986.0,79.0,2036.0,97.0,2049.0,110.0,2067.0,127.0,2080.0,139.0,2092.0,146.0,2107.0,160.0,,,
2787,Causes,majority party,majority coalition,7,0.0215728966018,9.659419536590576,11.346276760101318,3.377530097961426,1.068120002746582,-2.9043593406677246,-9.210036754608154,-9.186248779296875,-19.48819351196289,-15.468138217926025,-29.766350269317627,-21.750027656555176,-40.04450702667236,-28.031917095184326,-50.3226637840271,-34.31380653381348,-60.600820541381836,-40.59569597244263,-70.87897729873657,-46.87758541107178,-81.15713405609131,True,8.0,7.0,16.0,16.0,36.0,40.0,51.0,92.0,56.0,125.0,66.0,155.0,76.0,185.0,87.0,204.0,89.0,219.0,95.0,233.0,1.0,4.0,2.5
2790,Causes,neutron emission,fission,7,0.020641386533,4.675264835357667,5.963748931884764,-2.5941338539123517,-2.123406887054445,-9.86353254318237,-10.210562705993654,-17.13293123245239,-18.29771852493286,-24.402329921722405,-26.38487434387207,-31.671728610992425,-34.47203016281128,-38.941127300262444,-42.55918598175049,-46.210525989532464,-50.6463418006897,-53.479924678802476,-58.733497619628906,-60.749323368072496,-66.82065343856812,True,270.0,186.0,228.0,75.0,229.0,65.0,244.0,65.0,251.0,68.0,249.0,70.0,253.0,69.0,255.0,71.0,255.0,73.0,256.0,75.0,4.0,1.0,2.5
2811,Causes,playoff,championship game,10,0.0117645686147,5.633770942687987,7.284015655517578,-0.7319827079772967,-2.8622937202453613,-7.097736358642582,-13.0086030960083,-13.463490009307865,-23.15491247177124,-19.829243659973148,-33.30122184753418,-26.194997310638435,-43.44753122329712,-32.56075096130372,-53.59384059906006,-38.926504611969,-63.740149974823,-45.292258262634284,-73.88645935058594,-51.65801191329957,-84.03276872634888,True,156.0,86.0,114.0,102.0,118.0,143.0,124.0,181.0,127.0,213.0,128.0,232.0,128.0,253.0,134.0,273.0,136.0,287.0,135.0,296.0,4.0,4.0,4.0
2812,Causes,air defense,artillery,7,0.0114128936124,4.791574478149414,6.974621772766113,-6.317984104156494,-2.7952160835266113,-17.427542686462402,-12.565053939819336,-28.53710126876831,-22.33489179611206,-39.64665985107422,-32.104729652404785,-50.75621843338013,-41.87456750869751,-61.865777015686035,-51.644405364990234,-72.97533559799194,-61.41424322128296,-84.08489418029785,-71.18408107757568,-95.19445276260376,-80.95391893386841,True,252.0,99.0,629.0,96.0,897.0,132.0,1041.0,154.0,1126.0,177.0,1189.0,197.0,1229.0,208.0,1258.0,215.0,1277.0,224.0,1293.0,231.0,,,
2816,Causes,incidental music,theme,10,0.0111881693738,7.027540922164917,0.24910640716552912,-2.888721466064453,-15.551837444305416,-12.804983854293823,-31.35278129577636,-22.721246242523193,-47.15372514724731,-32.63750863075256,-62.95466899871825,-42.553771018981934,-78.7556128501892,-52.470033407211304,-94.55655670166014,-62.386295795440674,-110.35750055313109,-72.30255818367004,-126.15844440460202,-82.21882057189941,-141.95938825607297,True,69.0,1968.0,247.0,2154.0,402.0,2169.0,528.0,2154.0,598.0,2152.0,680.0,2149.0,731.0,2150.0,752.0,2149.0,778.0,2148.0,804.0,2149.0,,,
2844,Causes,field,electric current,45,0.00492510223724,2.628899335861206,2.9156694412231445,-2.1227593421936035,-7.883781909942627,-6.874418020248413,-18.6832332611084,-11.626076698303223,-29.48268461227417,-16.377735376358032,-40.28213596343994,-21.129394054412842,-51.08158731460571,-25.88105273246765,-61.881038665771484,-30.63271141052246,-72.68049001693726,-35.38437008857727,-83.47994136810303,-40.13602876663208,-94.2793927192688,True,731.0,824.0,189.0,526.0,108.0,496.0,84.0,484.0,69.0,486.0,60.0,486.0,57.0,487.0,56.0,491.0,55.0,497.0,56.0,498.0,,,
2859,Causes,episode,season finale,12,0.00327671199662,4.147335052490234,7.674616098403931,-1.7477798461914062,-1.271627426147461,-7.642894744873047,-10.217870950698853,-13.538009643554688,-19.164114475250244,-19.433124542236328,-28.110357999801636,-25.32823944091797,-37.05660152435303,-31.22335433959961,-46.00284504890442,-37.11846923828125,-54.94908857345581,-43.01358413696289,-63.8953320980072,-48.90869903564453,-72.8415756225586,True,350.0,69.0,169.0,44.0,138.0,66.0,126.0,85.0,116.0,95.0,113.0,106.0,111.0,108.0,108.0,120.0,107.0,125.0,107.0,129.0,2.0,1.0,1.5
2899,Causes,president,absolute majority,16,0.00131455278743,4.0523295402526855,6.235771656036377,-2.5015077590942383,-2.8368334770202637,-9.055345058441162,-11.909438610076904,-15.609182357788086,-20.982043743133545,-22.16301965713501,-30.054648876190186,-28.716856956481934,-39.127254009246826,-35.27069425582886,-48.19985914230347,-41.82453155517578,-57.27246427536011,-48.378368854522705,-66.34506940841675,-54.93220615386963,-75.41767454147339,True,372.0,156.0,221.0,100.0,196.0,112.0,184.0,121.0,182.0,130.0,180.0,139.0,179.0,147.0,179.0,153.0,178.0,158.0,177.0,163.0,,,
2910,Causes,database,data model,7,0.00102182788029,4.602425813674925,7.883118152618406,-5.098482608795168,-4.596892356872562,-14.79939103126526,-17.076902866363532,-24.50029945373535,-29.5569133758545,-34.201207876205444,-42.036923885345466,-43.90211629867554,-54.51693439483644,-53.60302472114563,-66.9969449043274,-63.30393314361572,-79.47695541381837,-73.00484156608582,-91.95696592330934,-82.70574998855591,-104.43697643280031,True,279.0,56.0,447.0,198.0,579.0,365.0,653.0,489.0,725.0,587.0,751.0,645.0,772.0,702.0,789.0,737.0,813.0,758.0,825.0,784.0,,,
2911,Causes,playoff,wild card,12,0.00102126271281,3.326782703399658,10.81403112411499,-3.2118396759033203,0.42247724533081055,-9.750462055206299,-9.96907663345337,-16.289084434509277,-20.36063051223755,-22.827706813812256,-30.75218439102173,-29.366329193115234,-41.14373826980591,-35.90495157241821,-51.53529214859009,-42.44357395172119,-61.92684602737427,-48.98219633102417,-72.31839990615845,-55.52081871032715,-82.70995378494263,True,537.0,11.0,273.0,21.0,225.0,59.0,212.0,113.0,199.0,145.0,193.0,180.0,193.0,206.0,193.0,225.0,191.0,247.0,188.0,269.0,2.0,0.0,1.0
2915,Causes,northern end,north,12,0.0008415002214439999,4.356167316436768,7.013008117675781,-6.988591194152832,-3.7447853088378906,-18.33334970474243,-14.502578735351562,-29.67810821533203,-25.260372161865234,-41.02286672592163,-36.018165588378906,-52.36762523651123,-46.77595901489258,-63.71238374710083,-57.53375244140625,-75.05714225769043,-68.29154586791992,-86.40190076828003,-79.0493392944336,-97.74665927886963,-89.80713272094727,True,318.0,98.0,741.0,145.0,1023.0,206.0,1157.0,264.0,1234.0,307.0,1285.0,345.0,1328.0,358.0,1351.0,373.0,1376.0,388.0,1393.0,399.0,1.0,0.0,0.5
2918,Causes,contest,take part,9,0.0007984175914570001,7.019556999206545,2.1366195678710938,-3.568978309631344,-10.68289041519165,-14.157513618469231,-23.502400398254395,-24.746048927307122,-36.32191038131714,-35.33458423614501,-49.14142036437988,-45.923119544982896,-61.96093034744263,-56.51165485382079,-74.78044033050537,-67.10019016265868,-87.59995031356812,-77.68872547149657,-100.41946029663086,-88.27726078033446,-113.2389702796936,True,71.0,1136.0,304.0,1028.0,517.0,1046.0,682.0,1053.0,801.0,1056.0,878.0,1062.0,934.0,1063.0,965.0,1065.0,998.0,1066.0,1015.0,1063.0,,,
2924,Causes,association football,popular sport,15,0.000703359348157,7.779364585876465,4.752132415771484,-3.849069595336914,-9.296886444091797,-15.477503776550293,-23.345905303955078,-27.105937957763672,-37.39492416381836,-38.73437213897705,-51.44394302368164,-50.36280632019043,-65.49296188354492,-61.99124050140381,-79.5419807434082,-73.61967468261719,-93.59099960327148,-85.24810886383057,-107.64001846313477,-96.87654304504395,-121.68903732299805,True,37.0,350.0,329.0,755.0,653.0,1025.0,897.0,1176.0,1046.0,1253.0,1162.0,1299.0,1232.0,1346.0,1285.0,1370.0,1324.0,1388.0,1359.0,1397.0,4.0,2.0,3.0
2933,Causes,main thoroughfare,downtown,8,0.000438509725507,2.706584930419922,8.182560920715332,-9.680684089660645,-5.5120673179626465,-22.06795310974121,-19.206695556640625,-34.45522212982178,-32.9013237953186,-46.842491149902344,-46.59595203399658,-59.22976016998291,-60.29058027267456,-71.61702919006348,-73.98520851135254,-84.00429821014404,-87.67983675003052,-96.39156723022461,-101.3744649887085,-108.77883625030518,-115.06909322738647,True,710.0,45.0,1289.0,259.0,1536.0,535.0,1651.0,749.0,1715.0,865.0,1752.0,959.0,1784.0,1013.0,1813.0,1072.0,1823.0,1102.0,1833.0,1138.0,,,
2955,Causes,player,top scorer,7,0.00022020288291900005,1.0184297561645508,7.1530680656433105,-11.59731912612915,-3.987028121948242,-24.21306800842285,-15.127124309539795,-36.82881689071655,-26.267220497131348,-49.444565773010254,-37.4073166847229,-62.060314655303955,-48.54741287231445,-74.67606353759766,-59.687509059906006,-87.29181241989136,-70.82760524749756,-99.90756130218506,-81.96770143508911,-112.52331018447876,-93.10779762268066,True,1438.0,93.0,1773.0,157.0,1864.0,241.0,1897.0,311.0,1924.0,363.0,1950.0,393.0,1966.0,419.0,1976.0,438.0,1984.0,452.0,1986.0,468.0,,,
2983,Causes,county seat,state capital,10,2.74231235211e-05,8.170411825180054,6.3762407302856445,-2.764136791229248,-7.114903450012207,-13.69868540763855,-20.60604763031006,-24.63323402404785,-34.09719181060791,-35.56778264045715,-47.58833599090576,-46.502331256866455,-61.07948017120361,-57.43687987327576,-74.57062435150146,-68.37142848968506,-88.06176853179932,-79.30597710609436,-101.55291271209717,-90.24052572250366,-115.04405689239502,True,29.0,144.0,236.0,415.0,469.0,698.0,668.0,842.0,812.0,948.0,917.0,992.0,973.0,1046.0,1017.0,1089.0,1062.0,1114.0,1096.0,1135.0,3.0,0.0,1.5
